X1,X2,X3,X4,X5,X6,X7,X8,label,eta
4.967141530112327,-1.3826430117118464,6.476885381006925,15.230298564080254,-2.3415337472333597,-2.3413695694918055,15.792128155073915,7.674347291529088,1,1.0
-4.694743859349521,5.425600435859646,-4.634176928124623,-4.657297535702568,2.419622715660341,-19.13280244657798,-17.249178325130327,-5.622875292409727,0,1.2317497470703469e-21
-10.128311203344238,3.142473325952739,-9.08024075521211,-14.123037013352915,14.65648768921554,-2.2577630048653567,0.6752820468792384,-14.247481862134567,0,2.3955204761361755e-14
-5.443827245251827,1.1092258970986608,-11.509935774223027,3.7569801834567196,-6.006386899188049,-2.916937497932768,-6.017066122293969,18.522781845089376,0,0.00020237907449042303
-0.13497224737933922,-10.577109289559004,8.22544912103189,-12.208436499710222,2.088635950047554,-19.596701238797756,-13.281860488984305,1.9686123586912352,0,1.262046276000594e-19
7.384665799954105,1.713682811899705,-1.1564828238824052,-3.011036955892888,-14.785219903674275,-7.198442083947087,-4.606387709597875,10.571222262189156,0,1.529455159910091e-05
3.436182895684614,-17.63040155362734,3.24083969394795,-3.8508228041631654,-6.769220003059587,6.116762888408679,10.30999522495951,9.312801191161986,1,0.9847248890521477
-8.392175232226386,-3.092123758512146,3.3126343140356393,9.755451271223592,-4.791742378452899,-1.8565897666381712,-11.063349740060282,-11.962066240806708,0,6.319528983692079e-13
8.12525822394198,13.562400285708229,-0.7201012158033384,10.03532897892024,3.6163602504763412,-6.451197546051243,3.6139560550841394,15.380365664659692,1,1.0
-0.35826039109951535,15.646436558140062,-26.197451040897445,8.219025043752238,0.8704706823817122,-2.9900735046586746,0.917607765355023,-19.875689146008927,0,4.7612107248044614e-11
-2.1967188783751195,3.5711257151174642,14.778940447415161,-5.182702182736474,-8.084936028931876,-5.017570435845365,9.154021177020741,3.2875110965968446,1,0.9999666917092038
-5.297602037670388,5.132674331133561,0.9707754934804038,9.686449905328892,-7.020530938773524,-3.2766214659776822,-3.921081531321576,-14.635149481321186,0,1.0614065985374867e-08
2.9612027706457607,2.6105527217988933,0.051134566424608896,-2.345871333751469,-14.153707420504142,-4.20645322765359,-3.427145165267695,-8.02277269221619,0,2.998047775673195e-12
-1.6128571166600914,4.040508568145384,18.861859012105302,1.7457781283183895,2.5755039072276436,-0.7444591576616721,-19.187712152990414,-0.2651387544921688,1,0.9955636735897977
0.6023020994102644,24.63242112485286,-1.9236096478112252,3.0154734233361244,-0.3471176970524331,-11.68678037619532,11.428228145150205,7.519330326867742,1,0.9999999999999962
7.910319470430469,-9.09387454794739,14.027943109360992,-14.018510627922808,5.868570938002703,21.904556258099785,-9.905363251306884,-5.662977296027719,1,0.9999838029308683
0.9965136508764122,-5.034756541161992,-15.506634310661326,0.6856297480602733,-10.623037137261049,4.735924306351816,-9.19424234233803,15.499344050175395,0,9.796324371518196e-09
-7.832532923362371,-3.220615162056756,8.135172173696697,-12.308643164339552,2.274599346041294,13.071427542824281,-16.074832345612275,1.846338585323042,0,7.455924549364846e-07
2.5988279424842355,7.818228717773104,-12.36950710878082,-13.204566130842764,5.219415656168977,2.9698467323318605,2.5049285034587654,3.464482094969757,1,0.26926721547898497
-6.800247215784908,2.3225369716100355,2.9307247329868122,-7.143514180263678,18.657745111447564,4.738329209117875,-11.913034972026486,6.565536086338297,1,0.999913741504266
-9.746816702273215,7.870846037424521,11.58595579007404,-8.206823183517105,9.633761292443218,4.127809269364983,8.2206015999449,18.967929826539475,1,1.0
-2.453881160028705,-7.537361643574895,-8.895144296255232,-8.158102849654384,-0.771017094141042,3.4115197481664388,2.7669079933001903,8.271832490360238,0,1.5687234154257838e-06
0.13001891877907018,14.535340771573168,-2.6465683323795606,27.20169166589619,6.256673477650062,-8.571575564162826,-10.708924980611123,4.824724152431853,1,0.9999999999999662
-2.234627853258509,7.14000494092092,4.732376245735448,-0.7282891265687277,-8.46793718068405,-15.148472246858645,-4.465149520670211,8.563987943234723,0,2.471422639614064e-05
2.1409374413020394,-12.457387787119881,1.73180925851182,3.8531737972883677,-8.83857436201133,1.537251059455279,0.582087184459999,-11.429702978306231,0,1.1565535942792719e-10
